trial_num,data_segment,violation,shape,wall_type,obj_width,obj_height,opening_width,opening_height
3371,train,False,Cylinder,Open,0.6,1.2,1.6,1.5
3372,train,False,Cone,Open,0.4,0.5,1.2,0.9
3373,train,False,Cylinder,Open,0.7,0.4,1.6,1.0
3374,train,False,Cube,Open,1.6,1.4,0.9,1.7
3375,train,False,Cylinder,Open,1.2,0.8,0.7,1.4
3376,train,False,Torus,Open,0.7,1.1,1.6,1.2
3377,train,False,Cone,Soft,1.5,1.4,0.0,0.0
3378,train,False,Sphere,Soft,0.6,0.6,0.0,0.0
3379,train,False,Inverted_Cone,Open,0.8,0.9,1.6,1.7
3380,train,False,Side_Cylinder,Normal,1.0,1.4,0.0,0.0
3381,train,False,Sphere,Open,1.0,1.4,0.9,1.6
3382,train,False,Torus,Soft,0.9,1.2,0.0,0.0
3383,train,False,Cube,Open,0.7,1.1,0.7,0.8
3384,train,False,Inverted_Cone,Open,1.5,0.5,0.9,1.8
3385,train,False,Torus,Open,1.6,1.1,1.1,1.5
3386,train,False,Cylinder,Open,1.1,0.5,0.9,1.8
3387,train,False,Sphere,Open,1.6,0.7,0.8,0.6
3388,train,False,Cube,Soft,1.3,1.4,0.0,0.0
3389,train,False,Cube,Normal,0.7,0.9,0.0,0.0
3390,train,False,Cone,Normal,0.4,0.7,0.0,0.0
3391,train,False,Side_Cylinder,Open,0.7,1.4,1.5,1.4
3392,train,False,Cone,Open,0.5,0.6,0.6,1.2
3393,train,False,Side_Cylinder,Normal,1.6,1.4,0.0,0.0
3394,train,False,Sphere,Soft,0.6,0.7,0.0,0.0
3395,train,False,Sphere,Open,1.0,0.8,1.6,0.6
3396,train,False,Sphere,Normal,1.6,0.7,0.0,0.0
3397,train,False,Cube,Open,0.8,0.6,0.8,1.4
3398,train,False,Sphere,Normal,0.9,0.5,0.0,0.0
3399,train,False,Cylinder,Open,0.5,1.2,1.1,1.7
3400,train,False,Cone,Soft,0.4,0.5,0.0,0.0
3401,train,False,Torus,Soft,0.9,1.0,0.0,0.0
3402,train,False,Cube,Open,1.3,1.1,0.6,1.6
3403,train,False,Sphere,Open,1.6,0.4,1.2,0.7
3404,train,False,Inverted_Cone,Normal,1.3,0.7,0.0,0.0
3405,train,False,Inverted_Cone,Open,1.2,1.1,1.0,1.7
3406,train,False,Side_Cylinder,Open,1.0,1.0,1.1,1.0
3407,train,False,Sphere,Normal,1.6,0.5,0.0,0.0
3408,train,False,Sphere,Open,0.6,0.5,1.6,1.2
3409,train,False,Torus,Normal,1.0,0.5,0.0,0.0
3410,train,False,Inverted_Cone,Open,0.8,0.8,0.6,1.4
3411,train,False,Cube,Normal,0.8,1.3,0.0,0.0
3412,train,False,Cube,Open,1.3,0.8,0.8,1.3
3413,train,False,Cube,Soft,1.6,0.8,0.0,0.0
3414,train,False,Cone,Soft,1.5,0.8,0.0,0.0
3415,train,False,Cone,Open,1.6,0.5,1.6,0.6
3416,train,False,Torus,Normal,1.6,1.4,0.0,0.0
3417,train,False,Inverted_Cone,Open,0.5,0.5,1.5,0.6
3418,train,False,Inverted_Cone,Open,1.6,0.7,0.8,0.9
3419,train,False,Cylinder,Open,1.2,0.4,0.7,1.2
3420,train,False,Side_Cylinder,Open,1.4,0.7,1.1,1.2
3421,train,False,Cone,Open,0.7,1.4,1.4,0.8
3422,train,False,Side_Cylinder,Normal,0.7,0.8,0.0,0.0
3423,train,False,Inverted_Cone,Open,0.7,0.8,0.6,0.7
3424,train,False,Cone,Open,0.9,1.3,1.4,1.5
3425,train,False,Cube,Open,0.5,0.9,0.9,1.0
3426,train,False,Inverted_Cone,Open,0.5,0.8,1.0,1.6
3427,train,False,Torus,Open,0.4,0.7,1.2,1.0
3428,train,False,Side_Cylinder,Open,0.7,0.7,0.8,0.8
3429,train,False,Side_Cylinder,Soft,1.5,1.1,0.0,0.0
3430,train,False,Side_Cylinder,Open,1.0,0.5,1.1,1.4
3431,train,False,Inverted_Cone,Open,0.4,0.5,1.3,1.0
3432,train,False,Inverted_Cone,Normal,1.4,0.7,0.0,0.0
3433,train,False,Torus,Soft,1.6,0.5,0.0,0.0
3434,train,False,Sphere,Open,0.6,0.9,1.6,1.4
3435,train,False,Cube,Open,1.1,1.1,0.9,1.5
3436,train,False,Cube,Soft,0.7,1.1,0.0,0.0
3437,train,False,Sphere,Open,1.5,1.1,1.4,0.7
3438,train,False,Cylinder,Open,0.5,1.4,0.6,0.6
3439,train,False,Cylinder,Normal,1.6,0.7,0.0,0.0
3440,train,False,Cylinder,Open,1.6,0.6,1.3,1.3
3441,train,False,Inverted_Cone,Open,0.8,1.0,1.2,0.8
3442,train,False,Cylinder,Open,1.3,0.4,0.6,0.7
3443,train,False,Cone,Soft,0.6,0.7,0.0,0.0
3444,train,False,Inverted_Cone,Open,0.8,1.0,0.9,1.6
3445,train,False,Cone,Open,0.4,1.4,1.3,1.8
3446,train,False,Inverted_Cone,Open,1.2,1.0,1.5,1.5
3447,train,False,Inverted_Cone,Open,1.6,0.7,1.4,1.1
3448,train,False,Cube,Open,1.2,1.0,0.9,1.0
3449,train,False,Cylinder,Normal,0.4,0.4,0.0,0.0
3450,train,False,Cylinder,Open,0.8,1.3,0.6,1.5
3451,train,False,Cube,Open,0.5,0.8,0.6,0.9
3452,train,False,Cylinder,Open,0.7,1.0,1.5,1.4
3453,train,False,Cube,Open,1.3,1.4,1.2,0.7
3454,train,False,Sphere,Normal,1.5,0.9,0.0,0.0
3455,train,False,Cone,Open,1.1,1.0,1.6,1.5
3456,train,False,Sphere,Open,0.4,0.4,1.1,1.4
3457,train,False,Cube,Soft,0.7,0.8,0.0,0.0
3458,train,False,Inverted_Cone,Open,0.7,1.4,0.6,1.1
3459,train,False,Torus,Soft,1.0,0.7,0.0,0.0
3460,train,False,Torus,Open,1.4,1.4,1.6,1.2
3461,train,False,Sphere,Normal,1.6,1.3,0.0,0.0
3462,train,False,Cube,Open,1.5,1.2,1.1,0.8
3463,train,False,Inverted_Cone,Open,1.2,0.9,1.6,0.9
3464,train,False,Sphere,Normal,0.6,1.0,0.0,0.0
3465,train,False,Cylinder,Open,0.9,0.5,0.6,0.7
3466,train,False,Cone,Normal,1.5,1.3,0.0,0.0
3467,train,False,Inverted_Cone,Open,1.0,1.3,1.4,0.6
3468,train,False,Cone,Open,1.4,0.4,1.1,1.3
3469,train,False,Torus,Open,1.1,0.5,0.6,0.7
3470,train,False,Inverted_Cone,Open,1.2,1.1,0.8,0.9
3471,train,False,Inverted_Cone,Normal,1.6,1.3,0.0,0.0
3472,train,False,Torus,Open,1.3,0.4,1.0,1.1
3473,train,False,Cube,Open,0.9,0.8,1.2,0.9
3474,train,False,Torus,Open,1.5,0.9,0.9,1.5
3475,train,False,Cylinder,Open,0.9,0.5,0.6,1.6
3476,train,False,Cube,Normal,0.7,1.2,0.0,0.0
3477,train,False,Inverted_Cone,Open,1.1,0.7,1.2,1.1
3478,train,False,Cube,Open,0.8,1.4,1.1,1.7
3479,train,False,Cube,Soft,0.9,1.0,0.0,0.0
3480,train,False,Cylinder,Soft,0.7,1.4,0.0,0.0
3481,train,False,Cone,Open,1.2,1.4,1.3,1.8
3482,train,False,Cylinder,Soft,1.3,1.2,0.0,0.0
3483,train,False,Cube,Normal,1.6,0.8,0.0,0.0
3484,train,False,Inverted_Cone,Soft,1.1,0.9,0.0,0.0
3485,train,False,Cone,Soft,0.8,1.3,0.0,0.0
3486,train,False,Inverted_Cone,Open,0.7,1.0,1.4,1.7
3487,train,False,Cylinder,Soft,1.4,0.4,0.0,0.0
3488,train,False,Cylinder,Open,0.9,0.4,1.3,0.9
3489,train,False,Torus,Normal,1.2,0.9,0.0,0.0
3490,train,False,Side_Cylinder,Normal,1.2,1.4,0.0,0.0
3491,train,False,Side_Cylinder,Soft,1.4,0.8,0.0,0.0
3492,train,False,Cylinder,Open,0.8,1.1,1.6,0.6
3493,train,False,Sphere,Normal,0.7,0.7,0.0,0.0
3494,train,False,Side_Cylinder,Open,1.6,1.2,1.2,0.7
3495,train,False,Cone,Open,0.5,0.6,1.4,1.4
3496,train,False,Cylinder,Normal,1.5,0.6,0.0,0.0
3497,train,False,Side_Cylinder,Open,0.6,1.1,1.0,1.6
3498,train,False,Torus,Open,1.2,0.5,1.0,0.6
3499,train,False,Inverted_Cone,Open,1.5,0.7,1.2,1.6
3500,train,False,Cube,Soft,1.1,0.4,0.0,0.0
3501,train,False,Cube,Open,1.0,0.6,1.3,1.2
3502,train,False,Cylinder,Soft,1.4,1.0,0.0,0.0
3503,train,False,Torus,Open,1.2,0.8,1.3,1.0
3504,train,False,Torus,Open,1.2,1.1,0.8,1.0
3505,train,False,Cone,Normal,0.7,0.6,0.0,0.0
3506,train,False,Inverted_Cone,Open,0.8,1.4,0.9,1.6
3507,train,False,Cone,Open,0.4,0.8,0.9,1.4
3508,train,False,Cube,Open,1.6,1.4,1.1,0.7
3509,train,False,Cylinder,Soft,0.8,0.5,0.0,0.0
3510,train,False,Inverted_Cone,Normal,0.7,0.7,0.0,0.0
3511,train,False,Cube,Open,1.2,1.0,1.2,1.8
3512,train,False,Torus,Open,0.4,1.2,1.5,0.9
3513,train,False,Torus,Soft,0.6,0.8,0.0,0.0
3514,train,False,Side_Cylinder,Normal,0.8,1.4,0.0,0.0
3515,train,False,Cylinder,Soft,1.4,0.6,0.0,0.0
3516,train,False,Sphere,Open,0.8,0.7,0.7,1.3
3517,train,False,Inverted_Cone,Open,0.4,1.4,1.5,1.5
3518,train,False,Side_Cylinder,Open,1.6,1.4,1.4,1.8
3519,train,False,Torus,Soft,0.4,0.7,0.0,0.0
3520,train,False,Sphere,Soft,1.0,1.2,0.0,0.0
3521,train,False,Torus,Open,1.6,0.5,1.5,1.4
3522,train,False,Cube,Soft,1.3,0.7,0.0,0.0
3523,train,False,Inverted_Cone,Normal,1.6,0.5,0.0,0.0
3524,train,False,Torus,Soft,0.4,0.9,0.0,0.0
3525,train,False,Cube,Open,1.0,1.1,1.4,1.2
3526,train,False,Side_Cylinder,Open,0.8,0.7,1.6,1.7
3527,train,False,Cylinder,Normal,1.4,1.4,0.0,0.0
3528,train,False,Cylinder,Soft,0.6,1.2,0.0,0.0
3529,train,False,Side_Cylinder,Open,1.3,0.8,1.4,0.7
3530,train,False,Cone,Open,1.3,0.5,0.7,1.0
3531,train,False,Cone,Soft,1.5,0.4,0.0,0.0
3532,train,False,Side_Cylinder,Normal,0.9,1.4,0.0,0.0
3533,train,False,Cylinder,Soft,0.7,0.4,0.0,0.0
3534,train,False,Side_Cylinder,Open,1.6,1.3,1.1,1.4
3535,train,False,Side_Cylinder,Open,1.3,1.2,1.3,1.5
3536,train,False,Torus,Open,1.5,0.5,1.4,1.2
3537,train,False,Torus,Normal,1.3,1.2,0.0,0.0
3538,train,False,Side_Cylinder,Soft,0.7,1.4,0.0,0.0
3539,train,False,Sphere,Open,1.3,0.8,0.7,0.9
3540,train,False,Sphere,Open,1.1,1.4,1.3,1.0
3541,train,False,Cube,Soft,0.8,1.3,0.0,0.0
3542,train,False,Sphere,Open,0.7,0.6,1.6,1.7
3543,train,False,Side_Cylinder,Normal,1.5,0.4,0.0,0.0
3544,train,False,Sphere,Open,1.5,1.4,1.1,1.8
3545,train,False,Cone,Open,0.8,1.0,0.9,1.1
3546,train,False,Side_Cylinder,Open,0.6,0.8,1.4,0.8
3547,train,False,Torus,Normal,1.3,0.9,0.0,0.0
3548,train,False,Cube,Open,1.6,1.2,0.9,1.2
3549,train,False,Cylinder,Open,1.6,0.5,1.6,1.2
3550,train,False,Sphere,Normal,0.5,0.6,0.0,0.0
3551,train,False,Cube,Open,1.0,0.6,1.3,0.6
3552,train,False,Cylinder,Open,0.5,0.4,1.2,1.4
3553,train,False,Sphere,Open,0.7,1.1,1.4,1.4
3554,train,False,Cube,Open,1.5,1.0,1.5,1.4
3555,train,False,Side_Cylinder,Open,0.6,0.6,1.3,1.7
3556,train,False,Sphere,Open,1.0,0.4,0.8,1.8
3557,train,False,Cube,Open,1.1,0.5,1.5,1.5
3558,train,False,Cube,Open,0.6,0.8,0.9,1.8
3559,train,False,Cone,Open,0.4,1.1,1.4,1.4
3560,train,False,Side_Cylinder,Open,1.6,0.9,1.2,1.4
3561,train,False,Inverted_Cone,Open,1.4,1.4,1.6,0.6
3562,train,False,Inverted_Cone,Normal,0.8,1.1,0.0,0.0
3563,train,False,Side_Cylinder,Open,0.4,0.8,1.3,1.3
3564,train,False,Cylinder,Open,1.5,1.2,0.8,1.0
3565,train,False,Sphere,Open,1.3,0.4,1.4,1.1
3566,train,False,Side_Cylinder,Open,1.2,0.8,1.5,0.9
3567,train,False,Cube,Open,1.4,1.3,1.0,1.4
3568,train,False,Inverted_Cone,Open,0.9,1.4,1.0,1.8
3569,train,False,Side_Cylinder,Open,0.4,0.7,0.7,0.9
3570,train,False,Cube,Open,1.3,1.0,0.7,0.6
3571,train,False,Sphere,Open,0.4,1.2,0.7,1.6
3572,train,False,Sphere,Open,1.0,1.0,1.1,0.8
3573,train,False,Cone,Open,0.8,0.5,1.1,1.3
3574,train,False,Cylinder,Open,1.6,1.3,1.2,1.6
3575,train,False,Cone,Open,1.3,0.4,1.0,0.6
3576,train,False,Side_Cylinder,Normal,0.9,0.6,0.0,0.0
3577,train,False,Cube,Open,0.7,1.3,0.6,1.3
3578,train,False,Sphere,Open,1.2,1.0,1.0,1.5
3579,train,False,Side_Cylinder,Normal,1.4,0.6,0.0,0.0
3580,train,False,Torus,Soft,1.4,0.8,0.0,0.0
3581,train,False,Cone,Soft,0.8,1.0,0.0,0.0
3582,train,False,Cube,Normal,1.2,1.0,0.0,0.0
3583,train,False,Sphere,Open,1.6,1.1,0.8,1.6
3584,train,False,Torus,Open,1.2,0.5,0.9,1.6
3585,train,False,Cylinder,Normal,0.6,0.4,0.0,0.0
3586,train,False,Torus,Normal,0.8,1.0,0.0,0.0
3587,train,False,Cone,Soft,1.0,1.1,0.0,0.0
3588,train,False,Cube,Normal,0.5,0.6,0.0,0.0
3589,train,False,Torus,Open,0.5,1.1,0.7,1.7
3590,train,False,Cone,Open,0.8,0.8,0.6,1.8
3591,train,False,Torus,Open,1.6,1.2,0.9,1.3
3592,train,False,Inverted_Cone,Soft,0.9,1.3,0.0,0.0
3593,train,False,Cylinder,Open,1.2,0.9,0.9,0.9
3594,train,False,Cone,Open,0.8,1.4,1.2,1.2
3595,train,False,Side_Cylinder,Soft,0.7,0.9,0.0,0.0
3596,train,False,Cube,Normal,1.2,0.9,0.0,0.0
3597,train,False,Sphere,Open,0.6,1.1,1.3,0.8
3598,train,False,Sphere,Open,1.1,0.5,1.6,1.8
3599,train,False,Side_Cylinder,Open,1.4,0.5,1.1,0.7
3600,train,False,Cylinder,Normal,0.5,0.9,0.0,0.0
3601,train,False,Inverted_Cone,Open,1.0,1.3,1.3,0.7
3602,train,False,Inverted_Cone,Soft,0.4,0.7,0.0,0.0
3603,train,False,Side_Cylinder,Open,1.6,1.4,1.6,1.5
3604,train,False,Sphere,Open,1.3,0.5,1.4,1.8
3605,train,False,Cone,Open,0.9,1.4,1.4,1.1
3606,train,False,Cone,Open,0.4,1.2,0.6,1.3
3607,train,False,Torus,Open,1.5,0.4,1.3,0.9
3608,train,False,Inverted_Cone,Open,0.6,1.4,0.6,1.5
3609,train,False,Torus,Open,0.9,1.0,1.1,1.0
3610,train,False,Sphere,Open,1.0,1.1,1.3,1.2
3611,train,False,Cone,Normal,0.7,1.2,0.0,0.0
3612,train,False,Side_Cylinder,Open,0.8,0.9,1.6,0.9
3613,train,False,Torus,Open,0.8,0.5,0.6,0.8
3614,train,False,Cube,Soft,0.8,0.6,0.0,0.0
3615,train,False,Side_Cylinder,Open,0.9,0.8,1.6,0.7
3616,train,False,Cylinder,Soft,1.3,0.8,0.0,0.0
3617,train,False,Cone,Open,0.8,0.6,1.0,1.3
3618,train,False,Side_Cylinder,Open,0.5,1.4,0.7,1.4
3619,train,False,Cone,Open,0.6,0.5,0.7,1.7
3620,train,False,Cube,Open,1.1,0.4,0.6,1.7
3621,train,False,Sphere,Soft,0.9,0.9,0.0,0.0
3622,train,False,Cylinder,Normal,0.9,0.6,0.0,0.0
3623,train,False,Cone,Open,0.4,1.4,1.0,1.6
3624,train,False,Sphere,Soft,0.7,0.7,0.0,0.0
3625,train,False,Cylinder,Normal,1.2,1.1,0.0,0.0
3626,train,False,Side_Cylinder,Normal,1.2,0.6,0.0,0.0
3627,train,False,Cone,Soft,0.9,1.1,0.0,0.0
3628,train,False,Sphere,Normal,0.4,1.2,0.0,0.0
3629,train,False,Cylinder,Open,1.1,0.5,0.6,1.6
3630,train,False,Cube,Open,1.2,0.7,0.8,1.6
3631,train,False,Torus,Open,1.4,0.6,0.7,1.4
3632,train,False,Inverted_Cone,Open,1.1,1.0,0.8,0.9
3633,train,False,Side_Cylinder,Open,1.2,0.9,1.3,1.5
3634,train,False,Inverted_Cone,Open,0.8,0.7,0.6,1.1
3635,train,False,Torus,Open,1.2,0.7,1.1,1.7
3636,train,False,Cone,Open,1.0,0.4,1.1,1.3
3637,train,False,Cone,Open,0.8,1.1,0.6,1.0
3638,train,False,Cube,Normal,1.1,1.3,0.0,0.0
3639,train,False,Side_Cylinder,Open,1.5,1.3,1.3,1.1
3640,train,False,Torus,Soft,1.6,0.4,0.0,0.0
3641,train,False,Sphere,Open,1.6,0.4,0.6,0.9
3642,train,False,Side_Cylinder,Open,1.6,0.6,1.6,1.1
3643,train,False,Side_Cylinder,Open,1.5,0.8,1.6,1.2
3644,train,False,Inverted_Cone,Normal,0.8,1.0,0.0,0.0
3645,train,False,Torus,Normal,1.4,0.7,0.0,0.0
3646,train,False,Inverted_Cone,Open,0.8,0.6,1.0,1.2
3647,train,False,Side_Cylinder,Open,0.6,1.1,0.6,1.4
3648,train,False,Side_Cylinder,Open,0.8,0.4,1.1,1.1
3649,train,False,Torus,Open,1.0,0.6,1.6,0.9
3650,train,False,Sphere,Open,1.1,0.8,0.9,0.9
3651,train,False,Cylinder,Soft,0.4,1.1,0.0,0.0
3652,train,False,Side_Cylinder,Soft,1.2,0.6,0.0,0.0
3653,train,False,Cube,Soft,0.4,0.4,0.0,0.0
3654,train,False,Cylinder,Open,0.7,0.7,0.9,1.6
3655,train,False,Cone,Open,1.1,1.3,0.8,0.6
3656,train,False,Cone,Open,0.7,1.3,1.5,0.9
3657,train,False,Cone,Open,0.6,0.5,1.3,1.6
3658,train,False,Cone,Soft,0.8,0.5,0.0,0.0
3659,train,False,Cube,Soft,0.4,1.4,0.0,0.0
3660,train,False,Side_Cylinder,Open,1.6,1.4,1.1,1.4
3661,train,False,Cone,Soft,0.4,1.4,0.0,0.0
3662,train,False,Cube,Open,0.6,1.1,0.8,1.3
3663,train,False,Cylinder,Normal,0.8,0.7,0.0,0.0
3664,train,False,Inverted_Cone,Open,0.5,0.9,1.1,0.9
3665,train,False,Inverted_Cone,Soft,0.5,0.4,0.0,0.0
3666,train,False,Cube,Open,1.2,1.1,0.8,1.8
3667,train,False,Cone,Open,0.9,0.7,1.4,0.8
3668,train,False,Inverted_Cone,Normal,1.3,1.2,0.0,0.0
3669,train,False,Inverted_Cone,Open,0.5,0.9,1.2,1.8
3670,train,False,Cylinder,Open,0.4,1.1,0.9,1.8
3671,train,False,Inverted_Cone,Open,0.9,0.9,1.3,1.5
3672,train,False,Cube,Open,1.5,0.5,0.7,1.6
3673,train,False,Side_Cylinder,Soft,1.0,0.7,0.0,0.0
3674,train,False,Cube,Open,1.5,1.1,1.0,1.2
3675,train,False,Inverted_Cone,Open,0.7,0.9,1.4,1.7
3676,train,False,Cube,Normal,1.3,0.8,0.0,0.0
3677,train,False,Sphere,Open,0.4,1.4,0.8,1.1
3678,train,False,Cube,Open,0.9,1.4,1.2,1.2
3679,train,False,Cone,Open,1.6,1.0,1.3,0.8
3680,train,False,Cylinder,Open,1.1,0.5,1.1,1.2
3681,train,False,Sphere,Open,1.4,1.2,1.0,0.9
3682,train,False,Torus,Open,1.3,0.7,1.0,0.7
3683,train,False,Torus,Open,0.8,1.4,1.2,1.6
3684,train,False,Cone,Normal,1.0,1.3,0.0,0.0
3685,train,False,Cone,Open,0.5,0.5,0.6,1.1
3686,train,False,Side_Cylinder,Open,1.4,1.3,1.3,1.5
3687,train,False,Cylinder,Soft,0.9,1.1,0.0,0.0
3688,train,False,Cylinder,Open,0.7,0.8,1.5,0.6
3689,train,False,Cone,Open,1.3,1.1,1.0,1.6
3690,train,False,Inverted_Cone,Open,1.4,0.4,0.6,1.4
3691,train,False,Torus,Open,1.6,0.9,0.9,0.9
3692,train,False,Side_Cylinder,Open,1.2,1.1,1.1,1.5
3693,train,False,Cone,Open,0.8,0.7,0.9,1.6
3694,train,False,Side_Cylinder,Open,0.4,0.5,1.0,1.4
3695,train,False,Side_Cylinder,Open,1.2,1.4,0.6,1.4
3696,train,False,Cylinder,Open,1.4,1.1,0.7,0.7
3697,train,False,Side_Cylinder,Normal,0.6,0.9,0.0,0.0
3698,train,False,Cube,Soft,0.4,0.9,0.0,0.0
3699,train,False,Side_Cylinder,Normal,1.1,1.3,0.0,0.0
3700,train,False,Sphere,Open,1.1,0.5,1.5,0.8
3701,train,False,Cube,Normal,1.4,0.5,0.0,0.0
3702,train,False,Cube,Soft,0.7,0.9,0.0,0.0
3703,train,False,Sphere,Open,0.9,0.6,0.6,0.9
3704,train,False,Cube,Normal,0.8,0.6,0.0,0.0
3705,train,False,Side_Cylinder,Normal,0.8,1.1,0.0,0.0
3706,train,False,Cube,Open,1.2,0.4,1.0,1.0
3707,train,False,Inverted_Cone,Normal,0.8,0.8,0.0,0.0
3708,train,False,Torus,Open,0.7,1.3,1.2,1.0
3709,train,False,Cone,Open,1.3,0.8,1.4,1.6
3710,train,False,Torus,Open,1.0,0.6,1.0,1.1
3711,train,False,Torus,Soft,1.4,0.4,0.0,0.0
3712,train,False,Cube,Open,1.1,0.7,1.2,1.7
3713,train,False,Sphere,Open,0.5,1.0,0.6,1.7
3714,train,False,Cube,Normal,0.5,1.1,0.0,0.0
3715,train,False,Sphere,Open,0.7,1.3,0.6,1.0
3716,train,False,Side_Cylinder,Normal,1.0,0.6,0.0,0.0
3717,train,False,Sphere,Open,0.7,1.4,1.5,0.6
3718,train,False,Sphere,Normal,0.8,0.9,0.0,0.0
3719,train,False,Torus,Normal,0.8,1.1,0.0,0.0
3720,train,False,Inverted_Cone,Open,0.4,1.1,1.4,1.1
3721,train,False,Torus,Open,0.8,1.4,1.5,1.6
3722,train,False,Cylinder,Normal,0.7,1.0,0.0,0.0
3723,train,False,Torus,Normal,1.0,1.1,0.0,0.0
3724,train,False,Cone,Open,1.5,1.0,0.6,1.6
3725,train,False,Cylinder,Open,1.2,1.2,1.6,0.8
3726,train,False,Side_Cylinder,Open,1.2,0.4,0.9,1.1
3727,train,False,Cube,Open,1.4,1.4,0.7,0.9
3728,train,False,Torus,Soft,1.5,0.4,0.0,0.0
3729,train,False,Torus,Open,0.5,0.6,1.2,0.6
3730,train,False,Inverted_Cone,Open,0.9,1.3,0.9,0.6
3731,train,False,Cylinder,Soft,1.6,1.1,0.0,0.0
3732,train,False,Cylinder,Open,1.4,1.2,0.8,1.7
3733,train,False,Inverted_Cone,Open,1.0,0.5,1.6,1.4
3734,train,False,Cube,Normal,1.1,1.2,0.0,0.0
3735,train,False,Sphere,Open,1.6,1.4,1.5,0.6
3736,train,False,Cube,Soft,0.9,0.8,0.0,0.0
3737,train,False,Sphere,Normal,1.0,0.9,0.0,0.0
3738,train,False,Torus,Normal,1.5,0.9,0.0,0.0
3739,train,False,Torus,Soft,1.3,1.1,0.0,0.0
3740,train,False,Sphere,Open,1.3,0.8,1.2,1.0
3741,train,False,Cube,Normal,0.7,1.3,0.0,0.0
3742,train,False,Cube,Open,0.4,1.4,1.4,1.1
3743,train,False,Sphere,Normal,0.7,0.4,0.0,0.0
3744,train,False,Cone,Soft,1.5,1.2,0.0,0.0
3745,train,False,Cube,Open,0.9,0.8,1.4,1.5
3746,train,False,Inverted_Cone,Normal,0.4,0.9,0.0,0.0
3747,train,False,Torus,Open,0.6,1.0,1.4,0.7
3748,train,False,Torus,Open,0.9,0.5,1.2,1.7
3749,train,False,Inverted_Cone,Open,1.0,1.1,1.4,1.6
3750,train,False,Cylinder,Open,1.6,0.6,1.6,0.7
3751,validation,False,Side_Cylinder,Open,0.8,1.2,1.1,1.0
3751,validation,True,Side_Cylinder,Open,0.8,1.2,1.1,1.0
3752,validation,False,Cone,Normal,0.9,1.2,0.0,0.0
3752,validation,True,Cone,Normal,0.9,1.2,0.0,0.0
3753,validation,False,Torus,Open,0.6,0.8,1.0,0.8
3753,validation,True,Torus,Open,0.6,0.8,1.0,0.8
3754,validation,False,Inverted_Cone,Soft,0.9,0.9,0.0,0.0
3754,validation,True,Inverted_Cone,Soft,0.9,0.9,0.0,0.0
3755,validation,False,Torus,Open,1.5,0.6,0.8,0.8
3755,validation,True,Torus,Open,1.5,0.6,0.8,0.8
3756,validation,False,Inverted_Cone,Open,1.6,0.9,1.6,1.6
3756,validation,True,Inverted_Cone,Open,1.6,0.9,1.6,1.6
3757,validation,False,Sphere,Open,0.5,1.2,1.4,1.7
3757,validation,True,Sphere,Open,0.5,1.2,1.4,1.7
3758,validation,False,Sphere,Normal,1.6,0.4,0.0,0.0
3758,validation,True,Sphere,Normal,1.6,0.4,0.0,0.0
3759,validation,False,Cone,Open,0.5,0.5,1.4,1.0
3759,validation,True,Cone,Open,0.5,0.5,1.4,1.0
3760,validation,False,Cube,Open,1.5,0.8,0.8,1.8
3760,validation,True,Cube,Open,1.5,0.8,0.8,1.8
3761,validation,False,Cube,Open,1.5,0.7,1.5,0.6
3761,validation,True,Cube,Open,1.5,0.7,1.5,0.6
3762,validation,False,Cylinder,Open,0.4,0.5,1.4,1.3
3762,validation,True,Cylinder,Open,0.4,0.5,1.4,1.3
3763,validation,False,Cylinder,Open,0.6,1.0,0.6,1.1
3763,validation,True,Cylinder,Open,0.6,1.0,0.6,1.1
3764,validation,False,Cone,Open,1.6,1.4,1.6,1.2
3764,validation,True,Cone,Open,1.6,1.4,1.6,1.2
3765,validation,False,Inverted_Cone,Soft,1.5,1.3,0.0,0.0
3765,validation,True,Inverted_Cone,Soft,1.5,1.3,0.0,0.0
3766,validation,False,Sphere,Open,0.5,1.0,1.5,1.0
3766,validation,True,Sphere,Open,0.5,1.0,1.5,1.0
3767,validation,False,Sphere,Open,0.9,1.1,0.8,1.5
3767,validation,True,Sphere,Open,0.9,1.1,0.8,1.5
3768,validation,False,Cylinder,Open,0.6,0.4,0.9,1.5
3768,validation,True,Cylinder,Open,0.6,0.4,0.9,1.5
3769,validation,False,Inverted_Cone,Normal,1.0,0.8,0.0,0.0
3769,validation,True,Inverted_Cone,Normal,1.0,0.8,0.0,0.0
3770,validation,False,Cone,Soft,0.4,1.3,0.0,0.0
3770,validation,True,Cone,Soft,0.4,1.3,0.0,0.0
3771,validation,False,Torus,Open,1.0,1.4,0.7,1.8
3771,validation,True,Torus,Open,1.0,1.4,0.7,1.8
3772,validation,False,Inverted_Cone,Open,1.0,1.2,0.9,1.2
3772,validation,True,Inverted_Cone,Open,1.0,1.2,0.9,1.2
3773,validation,False,Sphere,Open,0.8,1.2,1.3,1.6
3773,validation,True,Sphere,Open,0.8,1.2,1.3,1.6
3774,validation,False,Cone,Open,0.5,1.3,0.8,0.8
3774,validation,True,Cone,Open,0.5,1.3,0.8,0.8
3775,validation,False,Side_Cylinder,Soft,1.1,0.6,0.0,0.0
3775,validation,True,Side_Cylinder,Soft,1.1,0.6,0.0,0.0
3776,validation,False,Torus,Open,0.4,1.0,0.8,1.7
3776,validation,True,Torus,Open,0.4,1.0,0.8,1.7
